0.1341596,4.35483871,0
0.2733515,4.35483871,0
0.335172,4.35483871,0
0.3949755,4.35483871,0
0.4558055,4.349951124,0
0.5167027,4.349951124,0
0.5775951,4.35483871,0
0.6387213,4.35483871,0
0.6984694,4.349951124,0
0.7593975,4.35483871,0
0.821269,4.35483871,0
0.8811245,4.35483871,0
0.94291,4.349951124,0
1.003715,4.349951124,0
1.0634983,4.35483871,0
1.1244142,4.349951124,0
1.1853538,4.349951124,0
1.2460233,4.35483871,0
1.3079114,4.349951124,0
1.3687692,4.35483871,0
1.4295674,4.35483871,0
1.4904209,4.349951124,0
1.5503034,4.35483871,0
1.6111122,4.349951124,0
1.6723994,4.35483871,0
1.7342766,4.35483871,0
1.7941134,4.349951124,0
1.8548441,4.349951124,0
1.9155835,4.35483871,0
1.97746,4.35483871,0
2.0378987,4.35483871,0
2.0976495,4.35483871,0
2.1583558,4.35483871,0
2.2201803,4.35483871,0
2.2800407,4.35483871,0
2.3418072,4.349951124,0
2.4035992,4.349951124,0
2.4654441,4.349951124,0
2.5263326,4.349951124,0
2.5871772,4.35483871,0
2.6490137,4.349951124,0
2.7108113,4.35483871,0
2.7716499,4.349951124,0
2.8325182,4.349951124,0
2.8943699,4.349951124,0
2.9541405,4.349951124,0
3.0150629,4.349951124,0
3.0758006,4.345063539,0
3.1376365,4.345063539,0
3.1995549,4.349951124,0
3.2613235,4.349951124,0
3.323187,4.345063539,0
3.3841028,4.349951124,0
3.4448761,4.349951124,0
3.5066648,4.349951124,0
3.5671682,4.35483871,0
3.6289359,4.349951124,0
3.6886677,4.349951124,0
3.7505665,4.349951124,0
3.8114203,4.35483871,0
3.8732263,4.349951124,0
3.9330636,4.349951124,0
3.9948884,4.349951124,0
4.054667,4.349951124,0
4.1155448,4.345063539,0
4.1763679,4.349951124,0
4.2363177,4.349951124,0
4.2980939,4.349951124,0
4.3589323,4.349951124,0
4.419725,4.349951124,0
4.4806101,4.349951124,0
4.5413799,4.349951124,0
4.6033119,4.349951124,0
4.6651137,4.345063539,0
4.7270083,4.349951124,0
4.7885303,4.349951124,0
4.8493515,4.349951124,0
4.9092276,4.349951124,0
4.969547,4.349951124,0
5.0314162,4.349951124,0
5.0928287,4.349951124,0
5.1546073,4.35483871,0
5.2144201,4.349951124,0
5.2762527,4.35483871,0
5.3381487,4.349951124,0
5.3988678,4.349951124,0
5.459787,4.349951124,0
5.520559,4.349951124,0
5.5813738,4.349951124,0
5.6422412,4.35483871,0
5.703031,4.349951124,0
5.7651984,4.349951124,0
5.8267336,4.349951124,0
5.8866095,4.349951124,0
5.9483809,4.349951124,0
6.0092484,4.345063539,0
6.0701112,4.349951124,0
6.130918,4.35483871,0
6.1918408,4.349951124,0
6.2536185,4.345063539,0
6.3155166,4.35483871,0
6.3758399,4.349951124,0
6.435617,4.349951124,0
6.4973995,4.349951124,0
6.5593157,4.349951124,0
6.6190733,4.349951124,0
6.6809659,4.345063539,0
6.742861,4.349951124,0
6.8046254,4.35483871,0
6.8644935,4.349951124,0
6.9253058,4.349951124,0
6.9862466,4.349951124,0
7.0480055,4.349951124,0
7.1078596,4.345063539,0
7.1696248,4.349951124,0
7.2304219,4.349951124,0
7.2913126,4.349951124,0
7.3531781,4.349951124,0
7.41305,4.349951124,0
7.4746615,4.345063539,0
7.5360957,4.345063539,0
7.5974253,4.345063539,0
7.6572619,4.345063539,0
7.7190953,4.345063539,0
7.7809233,4.345063539,0
7.8428,4.345063539,0
7.9038492,4.345063539,0
7.9647979,4.349951124,0
8.0266286,4.349951124,0
8.086459,4.345063539,0
8.1483838,4.345063539,0
8.2102179,4.345063539,0
8.2720371,4.349951124,0
8.3328448,4.349951124,0
8.393696,4.345063539,0
8.4535634,4.349951124,0
8.5154057,4.345063539,0
8.5761722,4.345063539,0
8.6369727,4.345063539,0
8.6988601,4.349951124,0
8.7596978,4.349951124,0
8.8194646,4.345063539,0
8.8794674,4.345063539,0
8.940185,4.345063539,0
9.002083,4.345063539,0
9.0630395,4.345063539,0
9.1239797,4.345063539,0
9.1873044,4.345063539,0
9.2481815,4.345063539,0
9.3080226,4.345063539,0
9.368873,4.345063539,0
9.4306913,4.345063539,0
9.4911636,4.345063539,0
9.5519548,4.345063539,0
9.6138473,4.345063539,0
9.6758363,4.345063539,0
9.7366567,4.345063539,0
9.7967615,4.345063539,0
9.8586592,4.345063539,0
9.9197463,4.345063539,0
9.981068,4.345063539,0
